M,,m,,dim,,aug,,sus4,,sus2,,7,,m7,,M7,,m7b5,,7b5,,7sus4,,add9,,madd9,,mM7,,dim7,,6,,m6,,69,,m69,,7(b9),,7(9),,7(#9),,7(#11),,7(b13),,7(13),,m7(9),,m7(11),,M7(9),,mM7(9),,M7b5,,dim M7,,aug 7,,aug M7,,b5,,5,,8,
21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,60,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61,21,61
21,62,21,62,21,62,21,62,21,62,21,64,21,62,21,62,21,62,21,62,21,62,21,62,21,62,21,63,21,62,21,62,21,62,21,62,21,62,21,63,21,64,21,64,21,64,21,62,21,62,21,62,21,62,21,62,21,64,21,62,21,62,21,62,21,62,21,62,21,62,21,62,21,62
21,63,21,62,21,62,21,63,21,64,21,61,21,63,21,62,21,63,21,62,21,63,21,64,21,63,21,62,21,62,21,62,21,63,21,62,21,63,21,62,21,63,21,63,21,63,21,63,21,63,21,63,21,62,21,62,21,63,21,62,21,63,21,62,21,63,21,63,21,63,21,63,21,63
21,64,21,63,21,63,21,64,21,65,21,62,21,64,21,63,21,64,21,63,21,64,21,65,21,64,21,63,21,63,21,63,21,64,21,63,21,64,21,63,21,64,21,64,21,64,21,64,21,64,21,64,21,63,21,63,21,64,21,63,21,64,21,63,21,64,21,64,21,64,21,60,21,60
21,65,21,65,21,64,21,65,21,65,21,65,21,65,21,65,21,65,21,64,21,65,21,64,21,65,21,65,21,65,21,64,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,64,21,64,21,65,21,65,21,64,21,65,21,65
21,66,21,66,21,65,21,67,21,66,21,66,21,66,21,66,21,66,21,65,21,65,21,66,21,66,21,66,21,66,21,65,21,66,21,66,21,66,21,66,21,66,21,66,21,66,21,67,21,66,21,66,21,66,21,66,21,66,21,66,21,65,21,65,21,67,21,67,21,65,21,66,21,66
21,67,21,67,21,66,21,68,21,67,21,67,21,67,21,67,21,67,21,66,21,66,21,67,21,67,21,67,21,67,21,66,21,67,21,67,21,69,21,69,21,70,21,70,21,70,21,66,21,68,21,69,21,70,21,65,21,71,21,71,21,66,21,66,21,68,21,68,21,66,21,67,21,72
21,68,21,68,21,68,21,67,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,67,21,68,21,68,21,68,21,68,21,68,21,68,21,68,21,67,21,67,21,68,21,68,21,68
21,69,21,70,21,66,21,70,21,70,21,69,21,70,21,70,21,71,21,70,21,70,21,70,21,69,21,70,21,67,21,69,21,69,21,69,21,69,21,69,21,70,21,70,21,70,21,70,21,70,21,69,21,70,21,70,21,71,21,67,21,71,21,71,21,70,21,71,21,66,21,69,21,72
21,72,21,72,21,72,21,72,21,72,21,72,21,70,21,70,21,71,21,70,21,70,21,70,21,74,21,74,21,71,21,69,21,69,21,69,21,74,21,74,21,73,21,74,21,75,21,70,21,70,21,70,21,74,21,70,21,74,21,74,21,71,21,71,21,70,21,71,21,72,21,72,21,72
21,71,21,72,21,72,21,72,21,72,21,72,21,71,21,71,21,72,21,71,21,71,21,71,21,72,21,72,21,72,21,71,21,71,21,71,21,72,21,72,21,71,21,71,21,71,21,71,21,71,21,71,21,71,21,71,21,71,21,71,21,72,21,72,21,71,21,72,21,72,21,72,21,72
21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72,21,72
22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,60,22,61,22,62,22,63,22,60,22,60,22,60,22,62,22,60,22,62,22,62,22,60,22,60,22,60,22,60,22,60,22,60,22,60
22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,60,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61,22,61
22,62,22,62,22,62,22,62,22,62,22,64,22,62,22,62,22,62,22,62,22,62,22,62,22,62,22,63,22,62,22,62,22,62,22,62,22,62,22,63,22,64,22,64,22,64,22,62,22,62,22,62,22,62,22,62,22,64,22,62,22,62,22,62,22,62,22,62,22,62,22,62,22,62
22,63,22,62,22,62,22,63,22,64,22,61,22,63,22,62,22,63,22,62,22,63,22,64,22,63,22,62,22,62,22,62,22,63,22,62,22,63,22,62,22,63,22,63,22,63,22,63,22,63,22,63,22,62,22,62,22,63,22,62,22,63,22,62,22,63,22,63,22,63,22,63,22,63
22,64,22,63,22,63,22,64,22,65,22,62,22,64,22,63,22,64,22,63,22,64,22,65,22,64,22,63,22,63,22,63,22,64,22,63,22,64,22,63,22,64,22,64,22,64,22,64,22,64,22,64,22,63,22,63,22,64,22,63,22,64,22,63,22,64,22,64,22,64,22,60,22,60
22,65,22,65,22,64,22,65,22,65,22,65,22,65,22,65,22,65,22,64,22,65,22,64,22,65,22,65,22,65,22,64,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,65,22,64,22,64,22,65,22,65,22,64,22,65,22,65
22,66,22,66,22,65,22,67,22,66,22,66,22,66,22,66,22,66,22,65,22,65,22,66,22,66,22,66,22,66,22,65,22,66,22,66,22,66,22,66,22,66,22,66,22,66,22,67,22,66,22,66,22,66,22,66,22,66,22,66,22,65,22,65,22,67,22,67,22,65,22,66,22,66
22,67,22,67,22,66,22,68,22,67,22,67,22,67,22,67,22,67,22,66,22,66,22,67,22,67,22,67,22,67,22,66,22,67,22,67,22,69,22,69,22,67,22,67,22,67,22,66,22,68,22,69,22,67,22,65,22,67,22,67,22,66,22,66,22,68,22,68,22,66,22,67,22,72
22,68,22,68,22,68,22,67,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,67,22,68,22,68,22,68,22,68,22,68,22,68,22,68,22,67,22,67,22,68,22,68,22,68
22,69,22,70,22,66,22,70,22,70,22,69,22,70,22,70,22,71,22,70,22,70,22,70,22,69,22,70,22,67,22,69,22,69,22,69,22,69,22,69,22,70,22,70,22,70,22,70,22,70,22,69,22,70,22,70,22,71,22,67,22,71,22,71,22,70,22,71,22,66,22,69,22,72
22,72,22,72,22,72,22,72,22,72,22,72,22,70,22,70,22,71,22,70,22,70,22,70,22,74,22,74,22,71,22,69,22,69,22,69,22,74,22,74,22,70,22,70,22,70,22,70,22,70,22,70,22,70,22,70,22,71,22,71,22,71,22,71,22,70,22,71,22,72,22,72,22,72
22,71,22,72,22,72,22,72,22,72,22,72,22,71,22,71,22,72,22,71,22,71,22,71,22,72,22,72,22,72,22,71,22,71,22,71,22,72,22,72,22,71,22,71,22,71,22,71,22,71,22,71,22,71,22,71,22,71,22,71,22,72,22,72,22,71,22,72,22,72,22,72,22,72
22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,72,22,73,22,74,22,75,22,72,22,72,22,72,22,74,22,72,22,74,22,74,22,72,22,72,22,72,22,72,22,72,22,72,22,72
23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60,23,60
23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,60,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61,23,61
23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,63,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,61,23,62,23,63,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62,23,62
23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63,23,63
23,64,23,63,23,63,23,64,23,64,23,64,23,64,23,63,23,64,23,63,23,64,23,64,23,64,23,63,23,63,23,63,23,64,23,63,23,64,23,63,23,64,23,64,23,64,23,64,23,64,23,64,23,63,23,63,23,64,23,63,23,64,23,63,23,64,23,64,23,64,23,64,23,64
23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,65,23,66,23,65,23,65,23,65,23,65,23,65,23,65,23,64,23,65,23,65,23,65,23,64,23,65,23,65
23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66,23,66
23,67,23,67,23,66,23,68,23,67,23,67,23,67,23,67,23,67,23,66,23,66,23,67,23,67,23,67,23,67,23,66,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,67,23,66,23,66,23,68,23,68,23,66,23,67,23,67
23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,69,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,69,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68,23,68
23,69,23,70,23,69,23,70,23,69,23,69,23,69,23,68,23,69,23,70,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,69,23,68,23,69,23,68,23,68,23,69,23,69,23,69,23,69,23,70,23,71,23,69,23,69,23,69
23,70,23,70,23,69,23,70,23,70,23,70,23,70,23,70,23,67,23,70,23,70,23,70,23,70,23,70,23,71,23,69,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,67,23,71,23,71,23,66,23,70,23,68,23,70,23,70,23,70
23,71,23,71,23,71,23,71,23,71,23,71,23,70,23,70,23,71,23,70,23,70,23,70,23,71,23,71,23,71,23,70,23,71,23,71,23,71,23,71,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,70,23,71,23,71,23,71,23,71,23,70,23,71,23,71,23,71,23,71
23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72,23,72
24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60,24,60
24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,62,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61,24,61
24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,60,24,62,24,63,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,62,24,60,24,60
24,64,24,63,24,63,24,64,24,65,24,62,24,64,24,63,24,64,24,63,24,64,24,65,24,62,24,63,24,63,24,63,24,64,24,63,24,62,24,63,24,61,24,62,24,63,24,64,24,64,24,64,24,63,24,63,24,64,24,63,24,64,24,63,24,64,24,64,24,64,24,60,24,60
24,63,24,64,24,64,24,63,24,64,24,64,24,63,24,64,24,63,24,64,24,63,24,65,24,63,24,64,24,64,24,64,24,63,24,64,24,63,24,64,24,63,24,63,24,65,24,63,24,63,24,63,24,64,24,65,24,63,24,64,24,63,24,64,24,63,24,63,24,63,24,60,24,60
24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,64,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,65,24,67,24,60
24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,66,24,65,24,66,24,66,24,66,24,66,24,66,24,66,24,65,24,66,24,66,24,66,24,66,24,66,24,66
24,67,24,67,24,66,24,68,24,67,24,67,24,67,24,67,24,67,24,66,24,66,24,67,24,67,24,67,24,67,24,66,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,67,24,66,24,66,24,68,24,68,24,66,24,67,24,72
24,68,24,68,24,68,24,67,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,69,24,68,24,69,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,68,24,67,24,67,24,68,24,68,24,68
24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,68,24,69,24,69,24,69,24,69,24,69,24,69,24,68,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69,24,69
24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,71,24,70,24,70,24,70,24,70,24,70,24,71,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,70,24,71,24,71,24,71,24,71,24,70,24,71,24,70,24,70,24,70
24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,70,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,71,24,70,24,71,24,70,24,71,24,70,24,71,24,71,24,71,24,71
24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72,24,72
25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60,25,60
25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,62,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61
25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,60,25,62,25,63,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,62,25,60,25,60
25,64,25,63,25,63,25,64,25,65,25,62,25,64,25,63,25,64,25,63,25,64,25,65,25,62,25,63,25,63,25,63,25,64,25,63,25,62,25,63,25,61,25,62,25,63,25,64,25,64,25,64,25,63,25,63,25,64,25,63,25,64,25,63,25,64,25,64,25,64,25,60,25,60
25,63,25,64,25,64,25,63,25,64,25,64,25,63,25,64,25,63,25,64,25,63,25,65,25,63,25,64,25,64,25,64,25,63,25,64,25,63,25,64,25,63,25,63,25,65,25,63,25,63,25,63,25,64,25,65,25,63,25,64,25,63,25,64,25,63,25,63,25,63,25,60,25,60
25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,64,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,65,25,67,25,60
25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,66,25,65,25,66,25,66,25,66,25,66,25,66,25,66,25,65,25,66,25,66,25,66,25,66,25,66,25,66
25,67,25,67,25,66,25,68,25,67,25,67,25,67,25,67,25,67,25,66,25,66,25,67,25,67,25,67,25,67,25,66,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,67,25,66,25,66,25,68,25,68,25,66,25,67,25,72
25,68,25,68,25,68,25,67,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,69,25,68,25,69,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,68,25,67,25,67,25,68,25,68,25,68
25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,68,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,68,25,69,25,69,25,69,25,69,25,69,25,69,25,68,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69,25,69
25,70,25,70,25,69,25,70,25,70,25,70,25,70,25,70,25,71,25,70,25,70,25,70,25,70,25,70,25,71,25,69,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,70,25,71,25,71,25,71,25,71,25,70,25,71,25,70,25,70,25,70
25,71,25,71,25,72,25,71,25,71,25,71,25,71,25,70,25,70,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,71,25,70,25,71,25,70,25,71,25,70,25,71,25,71,25,71,25,71
25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72,25,72
26,60,26,60,26,60,26,60,26,60,26,60,26,58,26,58,26,59,26,58,26,58,26,58,26,62,26,62,26,59,26,57,26,57,26,57,26,62,26,62,26,61,26,62,26,63,26,58,26,58,26,58,26,62,26,58,26,62,26,62,26,59,26,59,26,58,26,59,26,60,26,60,26,60
26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,62,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61,26,61
26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,60,26,62,26,63,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,62,26,60,26,60
26,64,26,63,26,63,26,64,26,65,26,62,26,64,26,63,26,64,26,63,26,64,26,65,26,64,26,63,26,63,26,63,26,64,26,63,26,64,26,63,26,64,26,64,26,64,26,64,26,64,26,64,26,63,26,63,26,64,26,63,26,64,26,63,26,64,26,64,26,64,26,60,26,60
26,63,26,64,26,64,26,63,26,64,26,64,26,63,26,64,26,63,26,64,26,63,26,65,26,63,26,64,26,64,26,64,26,63,26,64,26,63,26,64,26,63,26,63,26,65,26,63,26,63,26,63,26,64,26,65,26,63,26,64,26,63,26,64,26,63,26,63,26,63,26,60,26,60
26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,64,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,65,26,67,26,60
26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,66,26,65,26,66,26,66,26,66,26,66,26,66,26,66,26,65,26,66,26,66,26,66,26,66,26,66,26,66
26,67,26,67,26,66,26,68,26,67,26,67,26,67,26,67,26,67,26,66,26,66,26,67,26,67,26,67,26,67,26,66,26,67,26,67,26,69,26,69,26,70,26,70,26,70,26,66,26,68,26,69,26,70,26,65,26,71,26,71,26,66,26,66,26,68,26,68,26,66,26,67,26,72
26,68,26,68,26,68,26,67,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,69,26,68,26,69,26,68,26,68,26,68,26,68,26,69,26,68,26,68,26,68,26,68,26,68,26,68,26,68,26,67,26,67,26,68,26,68,26,68
26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,68,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,68,26,69,26,69,26,69,26,69,26,69,26,69,26,68,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69,26,69
26,70,26,70,26,69,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,71,26,69,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,70,26,71,26,70,26,71,26,70,26,69,26,70,26,70,26,70
26,71,26,71,26,72,26,71,26,71,26,71,26,71,26,70,26,70,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,71,26,70,26,71,26,70,26,71,26,70,26,71,26,71,26,71,26,71
26,72,26,72,26,72,26,72,26,72,26,72,26,70,26,70,26,71,26,70,26,70,26,70,26,74,26,74,26,71,26,69,26,69,26,69,26,74,26,74,26,73,26,74,26,75,26,70,26,70,26,70,26,74,26,70,26,74,26,74,26,71,26,71,26,70,26,71,26,72,26,72,26,72
27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60,27,60
27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,62,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61,27,61
27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,60,27,62,27,63,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,62,27,60,27,60
27,64,27,63,27,63,27,64,27,65,27,62,27,64,27,63,27,64,27,63,27,64,27,65,27,64,27,63,27,63,27,63,27,64,27,63,27,64,27,63,27,64,27,64,27,64,27,64,27,64,27,64,27,63,27,63,27,64,27,63,27,64,27,63,27,64,27,64,27,64,27,60,27,60
27,63,27,64,27,64,27,63,27,64,27,64,27,63,27,64,27,63,27,64,27,63,27,65,27,63,27,64,27,64,27,64,27,63,27,64,27,63,27,64,27,63,27,63,27,65,27,63,27,63,27,63,27,64,27,65,27,63,27,64,27,63,27,64,27,63,27,63,27,63,27,60,27,60
27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,64,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,65,27,67,27,60
27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,66,27,65,27,66,27,66,27,66,27,66,27,66,27,66,27,65,27,66,27,66,27,66,27,66,27,66,27,66
27,67,27,67,27,66,27,68,27,67,27,67,27,67,27,67,27,67,27,66,27,66,27,67,27,67,27,67,27,67,27,66,27,67,27,67,27,67,27,67,27,70,27,70,27,70,27,66,27,68,27,69,27,70,27,65,27,71,27,71,27,66,27,66,27,68,27,68,27,66,27,67,27,72
27,68,27,68,27,68,27,67,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,69,27,68,27,69,27,68,27,68,27,68,27,68,27,69,27,68,27,68,27,68,27,68,27,68,27,68,27,68,27,67,27,67,27,68,27,68,27,68
27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,68,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,68,27,69,27,69,27,69,27,69,27,69,27,69,27,68,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69,27,69
27,72,27,72,27,72,27,72,27,72,27,72,27,70,27,70,27,71,27,70,27,70,27,70,27,74,27,74,27,71,27,69,27,69,27,69,27,74,27,74,27,73,27,74,27,75,27,70,27,70,27,70,27,74,27,70,27,74,27,74,27,71,27,71,27,70,27,71,27,72,27,72,27,72
27,71,27,72,27,72,27,72,27,72,27,72,27,71,27,71,27,72,27,71,27,71,27,71,27,72,27,72,27,72,27,71,27,71,27,71,27,72,27,72,27,71,27,71,27,71,27,71,27,71,27,71,27,71,27,71,27,71,27,71,27,72,27,72,27,71,27,72,27,72,27,72,27,72
27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72,27,72
28,60,28,60,28,60,28,60,28,60,28,60,28,58,28,58,28,59,28,58,28,58,28,58,28,62,28,62,28,59,28,57,28,57,28,57,28,62,28,62,28,61,28,62,28,63,28,58,28,58,28,58,28,62,28,58,28,62,28,62,28,59,28,59,28,58,28,59,28,60,28,60,28,60
28,61,28,62,28,62,28,62,28,64,28,61,28,61,28,62,28,61,28,62,28,62,28,64,28,61,28,61,28,62,28,62,28,61,28,62,28,61,28,61,28,61,28,61,28,61,28,61,28,61,28,61,28,62,28,62,28,61,28,62,28,62,28,62,28,62,28,62,28,62,28,61,28,61
28,62,28,63,28,63,28,64,28,65,28,62,28,62,28,63,28,62,28,63,28,64,28,65,28,62,28,62,28,63,28,63,28,62,28,63,28,62,28,62,28,61,28,62,28,63,28,62,28,62,28,62,28,62,28,63,28,62,28,62,28,64,28,63,28,64,28,64,28,64,28,62,28,62
